0.5 0.3; 30.27921093 28.76100152 31.04704097 -57.36494689; 0.19911832 0.19992983 0.19992893 0.19888993
0.5 0.3; 30.28528073 28.73406677 31.06980273 -57.30766313; 0.19909915 0.19992831 0.19992738 0.1988658
0.5 0.3; 30.29135053 28.70713202 31.09256449 -57.25037936; 0.19907999 0.19992678 0.19992584 0.19884167
0.5 0.3; 30.29742033 28.68019727 31.11532625 -57.1930956; 0.19906082 0.19992526 0.19992429 0.19881754
0.5 0.3; 30.30349014 28.65326252 31.13808801 -57.13581184; 0.19904165 0.19992373 0.19992275 0.1987934
0.5 0.3; 30.30955994 28.62632777 31.16084977 -57.07852807; 0.19902249 0.19992221 0.1999212 0.19876927
0.5 0.3; 30.31562974 28.59939302 31.18361153 -57.02124431; 0.19900332 0.19992068 0.19991966 0.19874514
0.5 0.3; 30.32169954 28.57245827 31.20637329 -56.96396055; 0.19898415 0.19991916 0.19991811 0.19872101
0.5 0.3; 30.32776935 28.54552352 31.22913505 -56.90667678; 0.19896499 0.19991763 0.19991657 0.19869688
0.5 0.3; 30.33383915 28.51858877 31.25189681 -56.84939302; 0.19894582 0.19991611 0.19991502 0.19867274
0.5 0.3; 30.33990895 28.49165402 31.27465857 -56.79210926; 0.19892665 0.19991458 0.19991348 0.19864861
0.5 0.3; 30.34597876 28.46471927 31.29742033 -56.73482549; 0.19890748 0.19991306 0.19991193 0.19862448
0.5 0.3; 30.35204856 28.43778452 31.32018209 -56.67754173; 0.19888832 0.19991153 0.19991039 0.19860035
0.5 0.3; 30.35811836 28.41084977 31.34294385 -56.62025797; 0.19886915 0.19991001 0.19990884 0.19857622
0.5 0.3; 30.36418816 28.38391502 31.36570561 -56.5629742; 0.19884998 0.19990848 0.1999073 0.19855209
0.5 0.3; 30.37025797 28.35698027 31.38846737 -56.50569044; 0.19883082 0.19990695 0.19990575 0.19852795
0.5 0.3; 30.37632777 28.33004552 31.41122914 -56.44840668; 0.19881165 0.19990543 0.19990421 0.19850382
0.5 0.3; 30.38239757 28.30311077 31.4339909 -56.39112291; 0.19879248 0.1999039 0.19990266 0.19847969
0.5 0.3; 30.38846737 28.27617602 31.45675266 -56.33383915; 0.19877332 0.19990238 0.19990112 0.19845556
0.5 0.3; 30.39453718 28.24924127 31.47951442 -56.27655539; 0.19875415 0.19990085 0.19989957 0.19843143
0.5 0.3; 30.40060698 28.22230653 31.50227618 -56.21927162; 0.19873498 0.19989933 0.19989803 0.19840729
0.5 0.3; 30.40667678 28.19537178 31.52503794 -56.16198786; 0.19871581 0.1998978 0.19989648 0.19838316
0.5 0.3; 30.41274659 28.16843703 31.5477997 -56.1047041; 0.19869665 0.19989628 0.19989494 0.19835903
0.5 0.3; 30.41881639 28.14150228 31.57056146 -56.04742033; 0.19867748 0.19989475 0.19989339 0.1983349
0.5 0.3; 30.42488619 28.11456753 31.59332322 -55.99013657; 0.19865831 0.19989323 0.19989185 0.19831077
0.5 0.3; 30.43095599 28.08763278 31.61608498 -55.93285281; 0.19863915 0.1998917 0.1998903 0.19828663
0.5 0.3; 30.4370258 28.06069803 31.63884674 -55.87556904; 0.19861998 0.19989018 0.19988876 0.1982625
0.5 0.3; 30.4430956 28.03376328 31.6616085 -55.81828528; 0.19860081 0.19988865 0.19988721 0.19823837
0.5 0.3; 30.4491654 28.00682853 31.68437026 -55.76100152; 0.19858165 0.19988713 0.19988566 0.19821424
0.5 0.3; 30.4552352 27.97989378 31.70713202 -55.70371775; 0.19856248 0.1998856 0.19988412 0.19819011
0.5 0.3; 30.46130501 27.95295903 31.72989378 -55.64643399; 0.19854331 0.19988407 0.19988257 0.19816597
0.5 0.3; 30.46737481 27.92602428 31.75265554 -55.58915023; 0.19852415 0.19988255 0.19988103 0.19814184
0.5 0.3; 30.47344461 27.89908953 31.7754173 -55.53186646; 0.19850498 0.19988102 0.19987948 0.19811771
0.5 0.3; 30.47951442 27.87215478 31.79817906 -55.4745827; 0.19848581 0.1998795 0.19987794 0.19809358
0.5 0.3; 30.48558422 27.84522003 31.82094082 -55.41729894; 0.19846664 0.19987797 0.19987639 0.19806945
0.5 0.3; 30.49165402 27.81828528 31.84370258 -55.36001517; 0.19844748 0.19987645 0.19987485 0.19804531
0.5 0.3; 30.49772382 27.79135053 31.86646434 -55.30273141; 0.19842831 0.19987492 0.1998733 0.19802118
0.5 0.3; 30.50379363 27.76441578 31.8892261 -55.24544765; 0.19840914 0.1998734 0.19987176 0.19799705
0.5 0.3; 30.50986343 27.73748103 31.91198786 -55.18816388; 0.19838998 0.19987187 0.19987021 0.19797292
0.5 0.3; 30.51593323 27.71054628 31.93474962 -55.13088012; 0.19837081 0.19987035 0.19986867 0.19794879
0.5 0.3; 30.52200303 27.68361153 31.95751138 -55.07359636; 0.19835164 0.19986882 0.19986712 0.19792466
0.5 0.3; 30.52807284 27.65667678 31.98027314 -55.01631259; 0.19833248 0.1998673 0.19986558 0.19790052
0.5 0.3; 30.53414264 27.62974203 32.0030349 -54.95902883; 0.19831331 0.19986577 0.19986403 0.19787639
0.5 0.3; 30.54021244 27.60280728 32.02579666 -54.90174507; 0.19829414 0.19986425 0.19986249 0.19785226
0.5 0.3; 30.54628225 27.57587253 32.04855842 -54.84446131; 0.19827498 0.19986272 0.19986094 0.19782813
0.5 0.3; 30.55235205 27.54893778 32.07132018 -54.78717754; 0.19825581 0.19986119 0.1998594 0.197804
0.5 0.3; 30.55842185 27.52200303 32.09408194 -54.72989378; 0.19823664 0.19985967 0.19985785 0.19777986
0.5 0.3; 30.56449165 27.49506829 32.1168437 -54.67261002; 0.19821747 0.19985814 0.19985631 0.19775573
0.5 0.3; 30.57056146 27.46813354 32.13960546 -54.61532625; 0.19819831 0.19985662 0.19985476 0.1977316
0.5 0.3; 30.57663126 27.44119879 32.16236722 -54.55804249; 0.19817914 0.19985509 0.19985322 0.19770747
0.5 0.3; 30.58270106 27.41426404 32.18512898 -54.50075873; 0.19815997 0.19985357 0.19985167 0.19768334
0.5 0.3; 30.58877086 27.38732929 32.20789074 -54.44347496; 0.19814081 0.19985204 0.19985013 0.1976592
0.5 0.3; 30.59484067 27.36039454 32.2306525 -54.3861912; 0.19812164 0.19985052 0.19984858 0.19763507
0.5 0.3; 30.60091047 27.33345979 32.25341426 -54.32890744; 0.19810247 0.19984899 0.19984704 0.19761094
0.5 0.3; 30.60698027 27.30652504 32.27617602 -54.27162367; 0.19808331 0.19984747 0.19984549 0.19758681
0.5 0.3; 30.61305008 27.27959029 32.29893778 -54.21433991; 0.19806414 0.19984594 0.19984395 0.19756268
0.5 0.3; 30.61911988 27.25265554 32.32169954 -54.15705615; 0.19804497 0.19984442 0.1998424 0.19753854
0.5 0.3; 30.62518968 27.22572079 32.34446131 -54.09977238; 0.1980258 0.19984289 0.19984086 0.19751441
0.5 0.3; 30.63125948 27.19878604 32.36722307 -54.04248862; 0.19800664 0.19984137 0.19983931 0.19749028
0.5 0.3; 30.63732929 27.17185129 32.38998483 -53.98520486; 0.19798747 0.19983984 0.19983777 0.19746615
0.5 0.3; 30.64339909 27.14491654 32.41274659 -53.92792109; 0.1979683 0.19983831 0.19983622 0.19744202
0.5 0.3; 30.64946889 27.11798179 32.43550835 -53.87063733; 0.19794914 0.19983679 0.19983468 0.19741789
0.5 0.3; 30.65553869 27.09104704 32.45827011 -53.81335357; 0.19792997 0.19983526 0.19983313 0.19739375
0.5 0.3; 30.6616085 27.06411229 32.48103187 -53.7560698; 0.1979108 0.19983374 0.19983159 0.19736962
0.5 0.3; 30.6676783 27.03717754 32.50379363 -53.69878604; 0.19789164 0.19983221 0.19983004 0.19734549
0.5 0.3; 30.6737481 27.01024279 32.52655539 -53.64150228; 0.19787247 0.19983069 0.1998285 0.19732136
0.5 0.3; 30.67981791 26.98330804 32.54931715 -53.58421851; 0.1978533 0.19982916 0.19982695 0.19729723
0.5 0.3; 30.68588771 26.95637329 32.57207891 -53.52693475; 0.19783414 0.19982764 0.19982541 0.19727309
0.5 0.3; 30.69195751 26.92943854 32.59484067 -53.46965099; 0.19781497 0.19982611 0.19982386 0.19724896
0.5 0.3; 30.69802731 26.90250379 32.61760243 -53.41236722; 0.1977958 0.19982459 0.19982232 0.19722483
0.5 0.3; 30.70409712 26.87556904 32.64036419 -53.35508346; 0.19777663 0.19982306 0.19982077 0.1972007
0.5 0.3; 30.71016692 26.84863429 32.66312595 -53.2977997; 0.19775747 0.19982154 0.19981923 0.19717657
0.5 0.3; 30.71623672 26.82169954 32.68588771 -53.24051593; 0.1977383 0.19982001 0.19981768 0.19715243
0.5 0.3; 30.72230653 26.7947648 32.70864947 -53.18323217; 0.19771913 0.19981849 0.19981614 0.1971283
0.5 0.3; 30.72837633 26.76783005 32.73141123 -53.12594841; 0.19769997 0.19981696 0.19981459 0.19710417
0.5 0.3; 30.73444613 26.7408953 32.75417299 -53.06866464; 0.1976808 0.19981543 0.19981305 0.19708004
0.5 0.3; 30.74051593 26.71396055 32.77693475 -53.01138088; 0.19766163 0.19981391 0.1998115 0.19705591
0.5 0.3; 30.74658574 26.6870258 32.79969651 -52.95409712; 0.19764247 0.19981238 0.19980996 0.19703177
0.5 0.3; 30.75265554 26.66009105 32.82245827 -52.89681335; 0.1976233 0.19981086 0.19980841 0.19700764
0.5 0.3; 30.75872534 26.6331563 32.84522003 -52.83952959; 0.19760413 0.19980933 0.19980687 0.19698351
0.5 0.3; 30.76479514 26.60622155 32.86798179 -52.78224583; 0.19758497 0.19980781 0.19980532 0.19695938
0.5 0.3; 30.77086495 26.5792868 32.89074355 -52.72496206; 0.1975658 0.19980628 0.19980378 0.19693525
0.5 0.3; 30.77693475 26.55235205 32.91350531 -52.6676783; 0.19754663 0.19980476 0.19980223 0.19691111
0.5 0.3; 30.78300455 26.5254173 32.93626707 -52.61039454; 0.19752746 0.19980323 0.19980069 0.19688698
0.5 0.3; 30.78907436 26.49848255 32.95902883 -52.55311077; 0.1975083 0.19980171 0.19979914 0.19686285
0.5 0.3; 30.79514416 26.4715478 32.98179059 -52.49582701; 0.19748913 0.19980018 0.1997976 0.19683872
0.5 0.3; 30.80121396 26.44461305 33.00455235 -52.43854325; 0.19746996 0.19979866 0.19979605 0.19681459
0.5 0.3; 30.80728376 26.4176783 33.02731411 -52.38125948; 0.1974508 0.19979713 0.19979451 0.19679046
0.5 0.3; 30.81335357 26.39074355 33.05007587 -52.32397572; 0.19743163 0.19979561 0.19979296 0.19676632
0.5 0.3; 30.81942337 26.3638088 33.07283763 -52.26669196; 0.19741246 0.19979408 0.19979142 0.19674219
0.5 0.3; 30.82549317 26.33687405 33.09559939 -52.20940819; 0.1973933 0.19979255 0.19978987 0.19671806
0.5 0.3; 30.83156297 26.3099393 33.11836115 -52.15212443; 0.19737413 0.19979103 0.19978833 0.19669393
0.5 0.3; 30.83763278 26.28300455 33.14112291 -52.09484067; 0.19735496 0.1997895 0.19978678 0.1966698
0.5 0.3; 30.84370258 26.2560698 33.16388467 -52.0375569; 0.19733579 0.19978798 0.19978524 0.19664566
0.5 0.3; 30.84977238 26.22913505 33.18664643 -51.98027314; 0.19731663 0.19978645 0.19978369 0.19662153
0.5 0.3; 30.85584219 26.2022003 33.20940819 -51.92298938; 0.19729746 0.19978493 0.19978215 0.1965974
0.5 0.3; 30.86191199 26.17526555 33.23216995 -51.86570561; 0.19727829 0.1997834 0.1997806 0.19657327
0.5 0.3; 30.86798179 26.1483308 33.25493171 -51.80842185; 0.19725913 0.19978188 0.19977906 0.19654914
0.5 0.3; 30.87405159 26.12139605 33.27769347 -51.75113809; 0.19723996 0.19978035 0.19977751 0.196525
0.5 0.3; 30.8801214 26.09446131 33.30045524 -51.69385432; 0.19722079 0.19977883 0.19977597 0.19650087
0.5 0.3; 30.8861912 26.06752656 33.323217 -51.63657056; 0.19720163 0.1997773 0.19977442 0.19647674
0.5 0.3; 30.892261 26.04059181 33.34597876 -51.5792868; 0.19718246 0.19977578 0.19977287 0.19645261
0.5 0.3; 30.8983308 26.01365706 33.36874052 -51.52200303; 0.19716329 0.19977425 0.19977133 0.19642848
0.5 0.3; 30.90440061 25.98672231 33.39150228 -51.46471927; 0.19714413 0.19977273 0.19976978 0.19640434
0.5 0.3; 30.91047041 25.95978756 33.41426404 -51.40743551; 0.19712496 0.1997712 0.19976824 0.19638021
0.5 0.3; 30.91654021 25.93285281 33.4370258 -51.35015175; 0.19710579 0.19976967 0.19976669 0.19635608
0.5 0.3; 30.92261002 25.90591806 33.45978756 -51.29286798; 0.19708662 0.19976815 0.19976515 0.19633195
0.5 0.3; 30.92867982 25.87898331 33.48254932 -51.23558422; 0.19706746 0.19976662 0.1997636 0.19630782
0.5 0.3; 30.93474962 25.85204856 33.50531108 -51.17830046; 0.19704829 0.1997651 0.19976206 0.19628369
0.5 0.3; 30.94081942 25.82511381 33.52807284 -51.12101669; 0.19702912 0.19976357 0.19976051 0.19625955
0.5 0.3; 30.94688923 25.79817906 33.5508346 -51.06373293; 0.19700996 0.19976205 0.19975897 0.19623542
0.5 0.3; 30.95295903 25.77124431 33.57359636 -51.00644917; 0.19699079 0.19976052 0.19975742 0.19621129
0.5 0.3; 30.95902883 25.74430956 33.59635812 -50.9491654; 0.19697162 0.199759 0.19975588 0.19618716
0.5 0.3; 30.96509863 25.71737481 33.61911988 -50.89188164; 0.19695246 0.19975747 0.19975433 0.19616303
0.5 0.3; 30.97116844 25.69044006 33.64188164 -50.83459788; 0.19693329 0.19975595 0.19975279 0.19613889
0.5 0.3; 30.97723824 25.66350531 33.6646434 -50.77731411; 0.19691412 0.19975442 0.19975124 0.19611476
0.5 0.3; 30.98330804 25.63657056 33.68740516 -50.72003035; 0.19689496 0.1997529 0.1997497 0.19609063
0.5 0.3; 30.98937785 25.60963581 33.71016692 -50.66274659; 0.19687579 0.19975137 0.19974815 0.1960665
0.5 0.3; 30.99544765 25.58270106 33.73292868 -50.60546282; 0.19685662 0.19974985 0.19974661 0.19604237
0.5 0.3; 31.00151745 25.55576631 33.75569044 -50.54817906; 0.19683745 0.19974832 0.19974506 0.19601823
0.5 0.3; 31.00758725 25.52883156 33.7784522 -50.4908953; 0.19681829 0.19974679 0.19974352 0.1959941
0.5 0.3; 31.01365706 25.50189681 33.80121396 -50.43361153; 0.19679912 0.19974527 0.19974197 0.19596997
0.5 0.3; 31.01972686 25.47496206 33.82397572 -50.37632777; 0.19677995 0.19974374 0.19974043 0.19594584
0.5 0.3; 31.02579666 25.44802731 33.84673748 -50.31904401; 0.19676079 0.19974222 0.19973888 0.19592171
0.5 0.3; 31.03186646 25.42109256 33.86949924 -50.26176024; 0.19674162 0.19974069 0.19973734 0.19589757
0.5 0.3; 31.03793627 25.39415781 33.892261 -50.20447648; 0.19672245 0.19973917 0.19973579 0.19587344
0.5 0.3; 31.04400607 25.36722307 33.91502276 -50.14719272; 0.19670329 0.19973764 0.19973425 0.19584931
0.5 0.3; 31.05007587 25.34028832 33.93778452 -50.08990895; 0.19668412 0.19973612 0.1997327 0.19582518
0.5 0.3; 31.05614568 25.31335357 33.96054628 -50.03262519; 0.19666495 0.19973459 0.19973116 0.19580105
0.5 0.3; 31.06221548 25.28641882 33.98330804 -49.97534143; 0.19664578 0.19973307 0.19972961 0.19577691
0.5 0.3; 31.06828528 25.25948407 34.0060698 -49.91805766; 0.19662662 0.19973154 0.19972807 0.19575278
0.5 0.3; 31.07435508 25.23254932 34.02883156 -49.8607739; 0.19660745 0.19973002 0.19972652 0.19572865
0.5 0.3; 31.08042489 25.20561457 34.05159332 -49.80349014; 0.19658828 0.19972849 0.19972498 0.19570452
0.5 0.3; 31.08649469 25.17867982 34.07435508 -49.74620637; 0.19656912 0.19972697 0.19972343 0.19568039
0.5 0.3; 31.09256449 25.15174507 34.09711684 -49.68892261; 0.19654995 0.19972544 0.19972189 0.19565626
0.5 0.3; 31.09863429 25.12481032 34.1198786 -49.63163885; 0.19653078 0.19972391 0.19972034 0.19563212
0.5 0.3; 31.1047041 25.09787557 34.14264036 -49.57435508; 0.19651162 0.19972239 0.1997188 0.19560799
0.5 0.3; 31.1107739 25.07094082 34.16540212 -49.51707132; 0.19649245 0.19972086 0.19971725 0.19558386
0.5 0.3; 31.1168437 25.04400607 34.18816388 -49.45978756; 0.19647328 0.19971934 0.19971571 0.19555973
0.5 0.3; 31.12291351 25.01707132 34.21092564 -49.40250379; 0.19645412 0.19971781 0.19971416 0.1955356
0.5 0.3; 31.12898331 24.99013657 34.23368741 -49.34522003; 0.19643495 0.19971629 0.19971262 0.19551146
0.5 0.3; 31.13505311 24.96320182 34.25644917 -49.28793627; 0.19641578 0.19971476 0.19971107 0.19548733
0.5 0.3; 31.14112291 24.93626707 34.27921093 -49.2306525; 0.19639661 0.19971324 0.19970953 0.1954632
0.5 0.3; 31.14719272 24.90933232 34.30197269 -49.17336874; 0.19637745 0.19971171 0.19970798 0.19543907
0.5 0.3; 31.15326252 24.88239757 34.32473445 -49.11608498; 0.19635828 0.19971019 0.19970644 0.19541494
0.5 0.3; 31.15933232 24.85546282 34.34749621 -49.05880121; 0.19633911 0.19970866 0.19970489 0.1953908
0.5 0.3; 31.16540212 24.82852807 34.37025797 -49.00151745; 0.19631995 0.19970714 0.19970335 0.19536667
0.5 0.3; 31.17147193 24.80159332 34.39301973 -48.94423369; 0.19630078 0.19970561 0.1997018 0.19534254
0.5 0.3; 31.17754173 24.77465857 34.41578149 -48.88694992; 0.19628161 0.19970409 0.19970026 0.19531841
0.5 0.3; 31.18361153 24.74772382 34.43854325 -48.82966616; 0.19626245 0.19970256 0.19969871 0.19529428
0.5 0.3; 31.18968134 24.72078907 34.46130501 -48.7723824; 0.19624328 0.19970103 0.19969717 0.19527014
0.5 0.3; 31.19575114 24.69385432 34.48406677 -48.71509863; 0.19622411 0.19969951 0.19969562 0.19524601
0.5 0.3; 31.20182094 24.66691958 34.50682853 -48.65781487; 0.19620495 0.19969798 0.19969408 0.19522188
0.5 0.3; 31.20789074 24.63998483 34.52959029 -48.60053111; 0.19618578 0.19969646 0.19969253 0.19519775
0.5 0.3; 31.21396055 24.61305008 34.55235205 -48.54324734; 0.19616661 0.19969493 0.19969099 0.19517362
0.5 0.3; 31.22003035 24.58611533 34.57511381 -48.48596358; 0.19614744 0.19969341 0.19968944 0.19514949
0.5 0.3; 31.22610015 24.55918058 34.59787557 -48.42867982; 0.19612828 0.19969188 0.1996879 0.19512535
0.5 0.3; 31.23216995 24.53224583 34.62063733 -48.37139605; 0.19610911 0.19969036 0.19968635 0.19510122
0.5 0.3; 31.23823976 24.50531108 34.64339909 -48.31411229; 0.19608994 0.19968883 0.19968481 0.19507709
0.5 0.3; 31.24430956 24.47837633 34.66616085 -48.25682853; 0.19607078 0.19968731 0.19968326 0.19505296
0.5 0.3; 31.25037936 24.45144158 34.68892261 -48.19954476; 0.19605161 0.19968578 0.19968172 0.19502883
0.5 0.3; 31.25644917 24.42450683 34.71168437 -48.142261; 0.19603244 0.19968426 0.19968017 0.19500469
0.5 0.3; 31.26251897 24.39757208 34.73444613 -48.08497724; 0.19601328 0.19968273 0.19967863 0.19498056
0.5 0.3; 31.26858877 24.37063733 34.75720789 -48.02769347; 0.19599411 0.1996812 0.19967708 0.19495643
0.5 0.3; 31.27465857 24.34370258 34.77996965 -47.97040971; 0.19597494 0.19967968 0.19967554 0.1949323
0.5 0.3; 31.28072838 24.31676783 34.80273141 -47.91312595; 0.19595578 0.19967815 0.19967399 0.19490817
0.5 0.3; 31.28679818 24.28983308 34.82549317 -47.85584219; 0.19593661 0.19967663 0.19967245 0.19488403
0.5 0.3; 31.29286798 24.26289833 34.84825493 -47.79855842; 0.19591744 0.1996751 0.1996709 0.1948599
0.5 0.3; 31.29893778 24.23596358 34.87101669 -47.74127466; 0.19589827 0.19967358 0.19966936 0.19483577
0.5 0.3; 31.30500759 24.20902883 34.89377845 -47.6839909; 0.19587911 0.19967205 0.19966781 0.19481164
0.5 0.3; 31.31107739 24.18209408 34.91654021 -47.62670713; 0.19585994 0.19967053 0.19966627 0.19478751
0.5 0.3; 31.31714719 24.15515933 34.93930197 -47.56942337; 0.19584077 0.199669 0.19966472 0.19476337
0.5 0.3; 31.323217 24.12822458 34.96206373 -47.51213961; 0.19582161 0.19966748 0.19966318 0.19473924
0.5 0.3; 31.3292868 24.10128983 34.98482549 -47.45485584; 0.19580244 0.19966595 0.19966163 0.19471511
0.5 0.3; 31.3353566 24.07435508 35.00758725 -47.39757208; 0.19578327 0.19966443 0.19966008 0.19469098
0.5 0.3; 31.3414264 24.04742033 35.03034901 -47.34028832; 0.19576411 0.1996629 0.19965854 0.19466685
0.5 0.3; 31.34749621 24.02048558 35.05311077 -47.28300455; 0.19574494 0.19966138 0.19965699 0.19464272
0.5 0.3; 31.35356601 23.99355083 35.07587253 -47.22572079; 0.19572577 0.19965985 0.19965545 0.19461858
0.5 0.3; 31.35963581 23.96661608 35.09863429 -47.16843703; 0.1957066 0.19965832 0.1996539 0.19459445
0.5 0.3; 31.36570561 23.93968134 35.12139605 -47.11115326; 0.19568744 0.1996568 0.19965236 0.19457032
0.5 0.3; 31.37177542 23.91274659 35.14415781 -47.0538695; 0.19566827 0.19965527 0.19965081 0.19454619
0.5 0.3; 31.37784522 23.88581184 35.16691958 -46.99658574; 0.1956491 0.19965375 0.19964927 0.19452206
0.5 0.3; 31.38391502 23.85887709 35.18968134 -46.93930197; 0.19562994 0.19965222 0.19964772 0.19449792
0.5 0.3; 31.38998483 23.83194234 35.2124431 -46.88201821; 0.19561077 0.1996507 0.19964618 0.19447379
0.5 0.3; 31.39605463 23.80500759 35.23520486 -46.82473445; 0.1955916 0.19964917 0.19964463 0.19444966
0.5 0.3; 31.40212443 23.77807284 35.25796662 -46.76745068; 0.19557244 0.19964765 0.19964309 0.19442553
0.5 0.3; 31.40819423 23.75113809 35.28072838 -46.71016692; 0.19555327 0.19964612 0.19964154 0.1944014
0.5 0.3; 31.41426404 23.72420334 35.30349014 -46.65288316; 0.1955341 0.1996446 0.19964 0.19437726
0.5 0.3; 31.42033384 23.69726859 35.3262519 -46.59559939; 0.19551494 0.19964307 0.19963845 0.19435313
0.5 0.3; 31.42640364 23.67033384 35.34901366 -46.53831563; 0.19549577 0.19964155 0.19963691 0.194329
0.5 0.3; 31.43247344 23.64339909 35.37177542 -46.48103187; 0.1954766 0.19964002 0.19963536 0.19430487
